ProductId;LocalOrderCode;HasGraphicalItem;Description;Price;weight;UnitOfMeasure;Quantity;Accessory;;;;;;;;;;;;;;;;;
1SDA062891R1;1SDA062891R1;1;T7S 1250 PR232/P LSI In=1250A 4p F F M;5769;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062892R1;1SDA062892R1;1;T7S 1250 PR331/P LSIG In=1250A 4p F F M;5920;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062893R1;1SDA062893R1;1;T7S 1250 PR332/P LI In=1250A 4p F F M;6051;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062894R1;1SDA062894R1;1;T7S 1250 PR332/P LSI In=1250A 4p F F M;6203;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062895R1;1SDA062895R1;1;T7S 1250 PR332/P LSIG In=1250A 4p F F M;6672;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062896R1;1SDA062896R1;1;T7S 1250 PR332/P LSIRc In=1250A 4p F F M;6672;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062897R1;1SDA062897R1;1;T7H 1250 PR231/P I In=1250A 3p F F;4654;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062898R1;1SDA062898R1;1;T7H 1250 PR231/P LS/I In=1250A 3p F F;4654;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062899R1;1SDA062899R1;1;T7H 1250 PR232/P LSI In=1250A 3p F F;4809;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062900R1;1SDA062900R1;1;T7H 1250 PR331/P LSIG In=1250A 3p F F;4962;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062901R1;1SDA062901R1;1;T7H 1250 PR332/P LI In=1250A 3p F F;5090;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062902R1;1SDA062902R1;1;T7H 1250 PR332/P LSI In=1250A 3p F F;5243;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062903R1;1SDA062903R1;1;T7H 1250 PR332/P LSIG In=1250A 3p F F;5712;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062904R1;1SDA062904R1;1;T7H 1250 PR332/P LSIRc In=1250A 3p F F;5712;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062905R1;1SDA062905R1;1;T7H 1250 PR231/P I In=1250A 4p F F;6052;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062906R1;1SDA062906R1;1;T7H 1250 PR231/P LS/I In=1250A 4p F F;6052;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062907R1;1SDA062907R1;1;T7H 1250 PR232/P LSI In=1250A 4p F F;6204;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062908R1;1SDA062908R1;1;T7H 1250 PR331/P LSIG In=1250A 4p F F;6359;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062909R1;1SDA062909R1;1;T7H 1250 PR332/P LI In=1250A 4p F F;6486;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062910R1;1SDA062910R1;1;T7H 1250 PR332/P LSI In=1250A 4p F F;6641;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062911R1;1SDA062911R1;1;T7H 1250 PR332/P LSIG In=1250A 4p F F;7108;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062912R1;1SDA062912R1;1;T7H 1250 PR332/P LSIRc In=1250A 4p F F;7108;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062913R1;1SDA062913R1;1;T7H 1250 PR231/P I In=1250A 3p F F M;4741;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062914R1;1SDA062914R1;1;T7H 1250 PR231/P LS/I In=1250A 3p F F M;4741;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062915R1;1SDA062915R1;1;T7H 1250 PR232/P LSI In=1250A 3p F F M;4895;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062916R1;1SDA062916R1;1;T7H 1250 PR331/P LSIG In=1250A 3p F F M;5050;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062917R1;1SDA062917R1;1;T7H 1250 PR332/P LI In=1250A 3p F F M;5177;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062918R1;1SDA062918R1;1;T7H 1250 PR332/P LSI In=1250A 3p F F M;5331;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062919R1;1SDA062919R1;1;T7H 1250 PR332/P LSIG In=1250A 3p F F M;5799;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062920R1;1SDA062920R1;1;T7H 1250 PR332/P LSIRc In=1250A 3p F F M;5799;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062921R1;1SDA062921R1;1;T7H 1250 PR231/P I In=1250A 4p F F M;6164;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062922R1;1SDA062922R1;1;T7H 1250 PR231/P LS/I In=1250A 4p F F M;6164;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062923R1;1SDA062923R1;1;T7H 1250 PR232/P LSI In=1250A 4p F F M;6317;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062924R1;1SDA062924R1;1;T7H 1250 PR331/P LSIG In=1250A 4p F F M;6472;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062925R1;1SDA062925R1;1;T7H 1250 PR332/P LI In=1250A 4p F F M;6600;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062926R1;1SDA062926R1;1;T7H 1250 PR332/P LSI In=1250A 4p F F M;6754;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062927R1;1SDA062927R1;1;T7H 1250 PR332/P LSIG In=1250A 4p F F M;7222;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062928R1;1SDA062928R1;1;T7H 1250 PR332/P LSIRc In=1250A 4p F F M;7222;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062929R1;1SDA062929R1;1;T7L 1250 PR231/P I In=1250A 3p F F;4993;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062930R1;1SDA062930R1;1;T7L 1250 PR231/P LS/I In=1250A 3p F F;4993;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062931R1;1SDA062931R1;1;T7L 1250 PR232/P LSI In=1250A 3p F F;5148;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062932R1;1SDA062932R1;1;T7L 1250 PR331/P LSIG In=1250A 3p F F;5301;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062933R1;1SDA062933R1;1;T7L 1250 PR332/P LI In=1250A 3p F F;5427;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062934R1;1SDA062934R1;1;T7L 1250 PR332/P LSI In=1250A 3p F F;5583;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062935R1;1SDA062935R1;1;T7L 1250 PR332/P LSIG In=1250A 3p F F;6051;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062936R1;1SDA062936R1;1;T7L 1250 PR332/P LSIRc In=1250A 3p F F;6051;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062937R1;1SDA062937R1;1;T7L 1250 PR231/P I In=1250A 4p F F;6490;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062938R1;1SDA062938R1;1;T7L 1250 PR231/P LS/I In=1250A 4p F F;6490;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062939R1;1SDA062939R1;1;T7L 1250 PR232/P LSI In=1250A 4p F F;6645;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062940R1;1SDA062940R1;1;T7L 1250 PR331/P LSIG In=1250A 4p F F;6798;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062941R1;1SDA062941R1;1;T7L 1250 PR332/P LI In=1250A 4p F F;6926;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062942R1;1SDA062942R1;1;T7L 1250 PR332/P LSI In=1250A 4p F F;7081;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062943R1;1SDA062943R1;1;T7L 1250 PR332/P LSIG In=1250A 4p F F;7549;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062944R1;1SDA062944R1;1;T7L 1250 PR332/P LSIRc In=1250A 4p F F;7549;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062945R1;1SDA062945R1;1;T7L 1250 PR231/P I In=1250A 3p F F M;5081;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062946R1;1SDA062946R1;1;T7L 1250 PR231/P LS/I In=1250A 3p F F M;5081;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062947R1;1SDA062947R1;1;T7L 1250 PR232/P LSI In=1250A 3p F F M;5235;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062948R1;1SDA062948R1;1;T7L 1250 PR331/P LSIG In=1250A 3p F F M;5388;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062949R1;1SDA062949R1;1;T7L 1250 PR332/P LI In=1250A 3p F F M;5515;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062950R1;1SDA062950R1;1;T7L 1250 PR332/P LSI In=1250A 3p F F M;5670;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062951R1;1SDA062951R1;1;T7L 1250 PR332/P LSIG In=1250A 3p F F M;6137;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062952R1;1SDA062952R1;1;T7L 1250 PR332/P LSIRc In=1250A 3p F F M;6137;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062953R1;1SDA062953R1;1;T7L 1250 PR231/P I In=1250A 4p F F M;6604;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062954R1;1SDA062954R1;1;T7L 1250 PR231/P LS/I In=1250A 4p F F M;6604;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062955R1;1SDA062955R1;1;T7L 1250 PR232/P LSI In=1250A 4p F F M;6759;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062956R1;1SDA062956R1;1;T7L 1250 PR331/P LSIG In=1250A 4p F F M;6912;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062957R1;1SDA062957R1;1;T7L 1250 PR332/P LI In=1250A 4p F F M;7040;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062958R1;1SDA062958R1;1;T7L 1250 PR332/P LSI In=1250A 4p F F M;7193;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062959R1;1SDA062959R1;1;T7L 1250 PR332/P LSIG In=1250A 4p F F M;7660;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062960R1;1SDA062960R1;1;T7L 1250 PR332/P LSIRc In=1250A 4p F F M;7660;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062961R1;1SDA062961R1;1;T7V 1250 PR231/P I In=1250A 3p F F;5501;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062962R1;1SDA062962R1;1;T7V 1250 PR231/P LS/I In=1250A 3p F F;5501;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062963R1;1SDA062963R1;1;T7V 1250 PR232/P LSI In=1250A 3p F F;5654;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062964R1;1SDA062964R1;1;T7V 1250 PR331/P LSIG In=1250A 3p F F;5809;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062965R1;1SDA062965R1;1;T7V 1250 PR332/P LI In=1250A 3p F F;5937;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062966R1;1SDA062966R1;1;T7V 1250 PR332/P LSI In=1250A 3p F F;6090;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062967R1;1SDA062967R1;1;T7V 1250 PR332/P LSIG In=1250A 3p F F;6557;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062968R1;1SDA062968R1;1;T7V 1250 PR332/P LSIRc In=1250A 3p F F;6557;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062969R1;1SDA062969R1;1;T7V 1250 PR231/P I In=1250A 4p F F;7149;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062970R1;1SDA062970R1;1;T7V 1250 PR231/P LS/I In=1250A 4p F F;7149;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062971R1;1SDA062971R1;1;T7V 1250 PR232/P LSI In=1250A 4p F F;7305;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062972R1;1SDA062972R1;1;T7V 1250 PR331/P LSIG In=1250A 4p F F;7460;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062973R1;1SDA062973R1;1;T7V 1250 PR332/P LI In=1250A 4p F F;7587;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062974R1;1SDA062974R1;1;T7V 1250 PR332/P LSI In=1250A 4p F F;7741;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062975R1;1SDA062975R1;1;T7V 1250 PR332/P LSIG In=1250A 4p F F;8208;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062976R1;1SDA062976R1;1;T7V 1250 PR332/P LSIRc In=1250A 4p F F;8208;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062977R1;1SDA062977R1;1;T7V 1250 PR231/P I In=1250A 3p F F M;5588;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062978R1;1SDA062978R1;1;T7V 1250 PR231/P LS/I In=1250A 3p F F M;5588;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062979R1;1SDA062979R1;1;T7V 1250 PR232/P LSI In=1250A 3p F F M;5741;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062980R1;1SDA062980R1;1;T7V 1250 PR331/P LSIG In=1250A 3p F F M;5896;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062981R1;1SDA062981R1;1;T7V 1250 PR332/P LI In=1250A 3p F F M;6023;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062982R1;1SDA062982R1;1;T7V 1250 PR332/P LSI In=1250A 3p F F M;6177;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062983R1;1SDA062983R1;1;T7V 1250 PR332/P LSIG In=1250A 3p F F M;6645;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062984R1;1SDA062984R1;1;T7V 1250 PR332/P LSIRc In=1250A 3p F F M;6645;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062985R1;1SDA062985R1;1;T7V 1250 PR231/P I In=1250A 4p F F M;7265;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062986R1;1SDA062986R1;1;T7V 1250 PR231/P LS/I In=1250A 4p F F M;7265;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062987R1;1SDA062987R1;1;T7V 1250 PR232/P LSI In=1250A 4p F F M;7418;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062988R1;1SDA062988R1;1;T7V 1250 PR331/P LSIG In=1250A 4p F F M;7572;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062989R1;1SDA062989R1;1;T7V 1250 PR332/P LI In=1250A 4p F F M;7699;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062990R1;1SDA062990R1;1;T7V 1250 PR332/P LSI In=1250A 4p F F M;7853;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062991R1;1SDA062991R1;1;T7V 1250 PR332/P LSIG In=1250A 4p F F M;8320;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062992R1;1SDA062992R1;1;T7V 1250 PR332/P LSIRc In=1250A 4p F F M;8320;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062993R1;1SDA062993R1;1;T7S 1600 PR231/P I In=1600A 3p F F;5949;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062994R1;1SDA062994R1;1;T7S 1600 PR231/P LS/I In=1600A 3p F F;5949;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062995R1;1SDA062995R1;1;T7S 1600 PR232/P LSI In=1600A 3p F F;6103;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062996R1;1SDA062996R1;1;T7S 1600 PR331/P LSIG In=1600A 3p F F;6258;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062997R1;1SDA062997R1;1;T7S 1600 PR332/P LI In=1600A 3p F F;6384;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062998R1;1SDA062998R1;1;T7S 1600 PR332/P LSI In=1600A 3p F F;6537;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA062999R1;1SDA062999R1;1;T7S 1600 PR332/P LSIG In=1600A 3p F F;7005;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063000R1;1SDA063000R1;1;T7S 1600 PR332/P LSIRc In=1600A 3p F F;7005;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063001R1;1SDA063001R1;1;T7S 1600 PR231/P I In=1600A 4p F F;7734;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063002R1;1SDA063002R1;1;T7S 1600 PR231/P LS/I In=1600A 4p F F;7734;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063003R1;1SDA063003R1;1;T7S 1600 PR232/P LSI In=1600A 4p F F;7886;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063004R1;1SDA063004R1;1;T7S 1600 PR331/P LSIG In=1600A 4p F F;8042;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063005R1;1SDA063005R1;1;T7S 1600 PR332/P LI In=1600A 4p F F;8169;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063006R1;1SDA063006R1;1;T7S 1600 PR332/P LSI In=1600A 4p F F;8322;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063007R1;1SDA063007R1;1;T7S 1600 PR332/P LSIG In=1600A 4p F F;8790;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063008R1;1SDA063008R1;1;T7S 1600 PR332/P LSIRc In=1600A 4p F F;8790;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063009R1;1SDA063009R1;1;T7S 1600 PR231/P I In=1600A 3p F F M;6036;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063010R1;1SDA063010R1;1;T7S 1600 PR231/P LS/I In=1600A 3p F F M;6036;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063011R1;1SDA063011R1;1;T7S 1600 PR232/P LSI In=1600A 3p F F M;6191;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063012R1;1SDA063012R1;1;T7S 1600 PR331/P LSIG In=1600A 3p F F M;6344;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063013R1;1SDA063013R1;1;T7S 1600 PR332/P LI In=1600A 3p F F M;6472;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063014R1;1SDA063014R1;1;T7S 1600 PR332/P LSI In=1600A 3p F F M;6625;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063015R1;1SDA063015R1;1;T7S 1600 PR332/P LSIG In=1600A 3p F F M;7093;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063016R1;1SDA063016R1;1;T7S 1600 PR332/P LSIRc In=1600A 3p F F M;7093;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063017R1;1SDA063017R1;1;T7S 1600 PR231/P I In=1600A 4p F F M;7846;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063018R1;1SDA063018R1;1;T7S 1600 PR231/P LS/I In=1600A 4p F F M;7846;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063019R1;1SDA063019R1;1;T7S 1600 PR232/P LSI In=1600A 4p F F M;8001;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063020R1;1SDA063020R1;1;T7S 1600 PR331/P LSIG In=1600A 4p F F M;8157;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063021R1;1SDA063021R1;1;T7S 1600 PR332/P LI In=1600A 4p F F M;8282;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063022R1;1SDA063022R1;1;T7S 1600 PR332/P LSI In=1600A 4p F F M;8437;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063023R1;1SDA063023R1;1;T7S 1600 PR332/P LSIG In=1600A 4p F F M;8904;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063024R1;1SDA063024R1;1;T7S 1600 PR332/P LSIRc In=1600A 4p F F M;8904;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063025R1;1SDA063025R1;1;T7H 1600 PR231/P I In=1600A 3p F F;6546;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063026R1;1SDA063026R1;1;T7H 1600 PR231/P LS/I In=1600A 3p F F;6546;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063027R1;1SDA063027R1;1;T7H 1600 PR232/P LSI In=1600A 3p F F;6697;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063028R1;1SDA063028R1;1;T7H 1600 PR331/P LSIG In=1600A 3p F F;6853;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063029R1;1SDA063029R1;1;T7H 1600 PR332/P LI In=1600A 3p F F;6980;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063030R1;1SDA063030R1;1;T7H 1600 PR332/P LSI In=1600A 3p F F;7134;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063031R1;1SDA063031R1;1;T7H 1600 PR332/P LSIG In=1600A 3p F F;7602;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063032R1;1SDA063032R1;1;T7H 1600 PR332/P LSIRc In=1600A 3p F F;7602;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063033R1;1SDA063033R1;1;T7H 1600 PR231/P I In=1600A 4p F F;8508;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063034R1;1SDA063034R1;1;T7H 1600 PR231/P LS/I In=1600A 4p F F;8508;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063035R1;1SDA063035R1;1;T7H 1600 PR232/P LSI In=1600A 4p F F;8662;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063036R1;1SDA063036R1;1;T7H 1600 PR331/P LSIG In=1600A 4p F F;8816;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063037R1;1SDA063037R1;1;T7H 1600 PR332/P LI In=1600A 4p F F;8942;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063038R1;1SDA063038R1;1;T7H 1600 PR332/P LSI In=1600A 4p F F;9098;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063039R1;1SDA063039R1;1;T7H 1600 PR332/P LSIG In=1600A 4p F F;9565;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063040R1;1SDA063040R1;1;T7H 1600 PR332/P LSIRc In=1600A 4p F F;9565;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063041R1;1SDA063041R1;1;T7H 1600 PR231/P I In=1600A 3p F F M;6630;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063042R1;1SDA063042R1;1;T7H 1600 PR231/P LS/I In=1600A 3p F F M;6630;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063043R1;1SDA063043R1;1;T7H 1600 PR232/P LSI In=1600A 3p F F M;6786;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063044R1;1SDA063044R1;1;T7H 1600 PR331/P LSIG In=1600A 3p F F M;6939;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063045R1;1SDA063045R1;1;T7H 1600 PR332/P LI In=1600A 3p F F M;7066;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063046R1;1SDA063046R1;1;T7H 1600 PR332/P LSI In=1600A 3p F F M;7222;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063047R1;1SDA063047R1;1;T7H 1600 PR332/P LSIG In=1600A 3p F F M;7690;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063048R1;1SDA063048R1;1;T7H 1600 PR332/P LSIRc In=1600A 3p F F M;7690;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063049R1;1SDA063049R1;1;T7H 1600 PR231/P I In=1600A 4p F F M;8620;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063050R1;1SDA063050R1;1;T7H 1600 PR231/P LS/I In=1600A 4p F F M;8620;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063051R1;1SDA063051R1;1;T7H 1600 PR232/P LSI In=1600A 4p F F M;8775;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063052R1;1SDA063052R1;1;T7H 1600 PR331/P LSIG In=1600A 4p F F M;8928;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063053R1;1SDA063053R1;1;T7H 1600 PR332/P LI In=1600A 4p F F M;9056;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063054R1;1SDA063054R1;1;T7H 1600 PR332/P LSI In=1600A 4p F F M;9210;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063055R1;1SDA063055R1;1;T7H 1600 PR332/P LSIG In=1600A 4p F F M;9676;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063056R1;1SDA063056R1;1;T7H 1600 PR332/P LSIRc In=1600A 4p F F M;9676;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063057R1;1SDA063057R1;1;T7L 1600 PR231/P I In=1600A 3p F F;7020;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063058R1;1SDA063058R1;1;T7L 1600 PR231/P LS/I In=1600A 3p F F;7020;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063059R1;1SDA063059R1;1;T7L 1600 PR232/P LSI In=1600A 3p F F;7174;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063060R1;1SDA063060R1;1;T7L 1600 PR331/P LSIG In=1600A 3p F F;7329;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063061R1;1SDA063061R1;1;T7L 1600 PR332/P LI In=1600A 3p F F;7456;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063062R1;1SDA063062R1;1;T7L 1600 PR332/P LSI In=1600A 3p F F;7610;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063063R1;1SDA063063R1;1;T7L 1600 PR332/P LSIG In=1600A 3p F F;8077;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063064R1;1SDA063064R1;1;T7L 1600 PR332/P LSIRc In=1600A 3p F F;8077;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063065R1;1SDA063065R1;1;T7L 1600 PR231/P I In=1600A 4p F F;9128;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063066R1;1SDA063066R1;1;T7L 1600 PR231/P LS/I In=1600A 4p F F;9128;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063067R1;1SDA063067R1;1;T7L 1600 PR232/P LSI In=1600A 4p F F;9280;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063068R1;1SDA063068R1;1;T7L 1600 PR331/P LSIG In=1600A 4p F F;9433;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063069R1;1SDA063069R1;1;T7L 1600 PR332/P LI In=1600A 4p F F;9562;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063070R1;1SDA063070R1;1;T7L 1600 PR332/P LSI In=1600A 4p F F;9715;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063071R1;1SDA063071R1;1;T7L 1600 PR332/P LSIG In=1600A 4p F F;10182;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063072R1;1SDA063072R1;1;T7L 1600 PR332/P LSIRc In=1600A 4p F F;10182;0;pcs;1;;;;;;;;;;;;;;;;;;
1SDA063073R1;1SDA063073R1;1;T7L 1600 PR231/P I In=1600A 3p F F M;7105;0;pcs;1;;;;;;;;;;;;;;;;;;
